transaction_id,order_id,amount,currency,status,created_at,captured_at,settlement_batch
TXN261,ORD261B,1500,INR,CAPTURED,01-09-2026 20:56,01-09-2026 20:56,BATCH5026
TXN262,ORD262,2750,INR,CAPTURED,01-09-2026 13:24,01-09-2026 13:24,BATCH5026
TXN262,ORD262B,2750,INR,CAPTURED,01-09-2026 13:24,01-09-2026 13:24,BATCH5026
TXN263,ORD263,12000,INR,CAPTURED,01-09-2026 16:50,01-09-2026 16:50,BATCH5026
TXN263,ORD263B,12000,INR,CAPTURED,01-09-2026 16:50,01-09-2026 16:50,BATCH5026
TXN264,ORD264,12000,INR,CAPTURED,01-09-2026 10:48,01-09-2026 10:48,BATCH5026
TXN264,ORD264B,12000,INR,CAPTURED,01-09-2026 10:48,01-09-2026 10:49,BATCH5026
TXN265,ORD265,500,INR,CAPTURED,01-09-2026 14:13,01-09-2026 14:13,BATCH5026
TXN265,ORD265B,500,INR,CAPTURED,01-09-2026 14:13,01-09-2026 14:14,BATCH5026
TXN266,ORD266,4200,INR,CAPTURED,01-09-2026 19:07,01-09-2026 19:07,BATCH5026
TXN266,ORD266B,4200,INR,CAPTURED,01-09-2026 19:07,01-09-2026 19:08,BATCH5026
TXN267,ORD267,1500,INR,CAPTURED,01-09-2026 19:40,01-09-2026 19:41,BATCH5026
TXN267,ORD267B,1500,INR,CAPTURED,01-09-2026 19:40,01-09-2026 19:41,BATCH5026
TXN268,ORD268,7500,INR,CAPTURED,01-09-2026 06:40,01-09-2026 06:40,BATCH5026
TXN268,ORD268B,7500,INR,CAPTURED,01-09-2026 06:40,01-09-2026 06:40,BATCH5026
TXN269,ORD269,7500,INR,CAPTURED,01-09-2026 17:15,01-09-2026 17:15,BATCH5026
TXN269,ORD269B,7500,INR,CAPTURED,01-09-2026 17:15,01-09-2026 17:15,BATCH5026
TXN270,ORD270,4200,INR,CAPTURED,01-09-2026 17:04,01-09-2026 17:04,BATCH5027
TXN270,ORD270B,4200,INR,CAPTURED,01-09-2026 17:04,01-09-2026 17:04,BATCH5027
TXN271,ORD271,8000,INR,CAPTURED,01-09-2026 18:23,01-09-2026 18:23,BATCH5027
TXN272,ORD272,800,INR,CAPTURED,01-09-2026 17:15,01-09-2026 17:15,BATCH5027
TXN273,ORD273,6000,INR,CAPTURED,01-09-2026 16:08,01-09-2026 16:08,BATCH5027
TXN274,ORD274,2400,INR,CAPTURED,01-09-2026 11:53,01-09-2026 11:53,BATCH5027
TXN275,ORD275,4000,INR,CAPTURED,01-09-2026 11:51,01-09-2026 11:51,BATCH5027
TXN276,ORD276,20000,INR,CAPTURED,01-09-2026 20:02,01-09-2026 20:02,BATCH5027
TXN277,ORD277,1250,INR,CAPTURED,01-09-2026 07:20,01-09-2026 07:21,BATCH5027
TXN278,ORD278,3000,INR,CAPTURED,01-09-2026 21:16,01-09-2026 21:16,BATCH5027
TXN279,ORD279,2750,INR,CAPTURED,01-09-2026 07:55,01-09-2026 07:55,BATCH5027
TXN280,ORD280,950,INR,CAPTURED,01-09-2026 17:27,01-09-2026 17:28,BATCH5028
